taskid,description,case_id
23233,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,846783
14158,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,848400
62609,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,849488
86663,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,850197
81210,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,851242
43646,erat volutpat in congue etiam justo etiam pretium iaculis justo in,851504
69318,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,852216
29099,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,852719
14041,pede lobortis ligula sit amet eleifend pede libero quis orci,853273
91369,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,854430
46759,consequat nulla nisl nunc nisl duis bibendum felis sed interdum,855747
65021,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,856710
83311,sem praesent id massa id nisl venenatis lacinia aenean sit amet,859378
44175,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,860780
73783,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,864326
30838,aenean sit amet justo morbi ut odio cras mi pede malesuada,865182
49394,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,865302
42496,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,866292
43955,aenean fermentum donec ut mauris eget massa tempor convallis nulla,866844
83272,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,867918
40191,velit eu est congue elementum in hac habitasse platea dictumst,869595
97276,at dolor quis odio consequat varius integer ac leo pellentesque,870025
95302,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,871108
91989,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,871973
88225,ipsum primis in faucibus orci luctus et ultrices posuere cubilia,873390
75997,blandit non interdum in ante vestibulum ante ipsum primis in faucibus,874296
83345,integer non velit donec diam neque vestibulum eget vulputate ut,875189
22321,ullamcorper augue a suscipit nulla elit ac nulla sed vel,877046
97895,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque,877491
79474,rutrum nulla nunc purus phasellus in felis donec semper sapien a,879209
75662,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,879547
51017,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,879594
76538,lectus in est risus auctor sed tristique in tempus sit amet,880111
45136,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,880398
96475,donec odio justo sollicitudin ut suscipit a feugiat et eros,880677
72533,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,880899
13194,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,880993
73283,nisl duis bibendum felis sed interdum venenatis turpis enim blandit,881033
49232,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,882327
51564,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,882652
51531,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,882821
86502,ultrices posuere cubilia curae nulla dapibus dolor vel est donec,883050
41402,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,884138
36781,fermentum donec ut mauris eget massa tempor convallis nulla neque,884406
92496,accumsan tellus nisi eu orci mauris lacinia sapien quis libero,884563
22520,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,885641
33180,fusce consequat nulla nisl nunc nisl duis bibendum felis sed,885696
35540,velit donec diam neque vestibulum eget vulputate ut ultrices vel,885706
29421,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,886335
64680,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,886667
68090,amet diam in magna bibendum imperdiet nullam orci pede venenatis non,886685
52090,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,887922
66809,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,889204
36825,morbi ut odio cras mi pede malesuada in imperdiet et commodo,889461
58515,id turpis integer aliquet massa id lobortis convallis tortor risus,890633
78725,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,890742
12450,tristique fusce congue diam id ornare imperdiet sapien urna pretium,890889
33411,tortor quis turpis sed ante vivamus tortor duis mattis egestas,891290
76449,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,891515
91605,praesent blandit nam nulla integer pede justo lacinia eget tincidunt,892307
86970,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec,892311
36673,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,892440
73338,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor,893418
33510,eleifend pede libero quis orci nullam molestie nibh in lectus,893621
94991,ut massa quis augue luctus tincidunt nulla mollis molestie lorem,893773
78636,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,894604
79790,aenean sit amet justo morbi ut odio cras mi pede malesuada,894665
51245,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer,895345
59797,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,896639
13929,at nulla suspendisse potenti cras in purus eu magna vulputate luctus,896886
70391,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,897748
32395,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,899396
43420,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,901941
22551,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,902308
48248,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,902425
95133,quam pharetra magna ac consequat metus sapien ut nunc vestibulum,902650
16168,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,902881
67838,tortor id nulla ultrices aliquet maecenas leo odio condimentum id,903445
19612,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,903543
80709,turpis a pede posuere nonummy integer non velit donec diam,903901
95838,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,904484
32664,tortor duis mattis egestas metus aenean fermentum donec ut mauris,904673
93460,mattis odio donec vitae nisi nam ultrices libero non mattis,904932
40443,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,905015
33199,erat volutpat in congue etiam justo etiam pretium iaculis justo in,905952
17099,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,906074
29242,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,907404
19562,mattis nibh ligula nec sem duis aliquam convallis nunc proin at,908255
81099,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus,908437
41301,curabitur in libero ut massa volutpat convallis morbi odio odio,908933
33777,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,909354
36829,in congue etiam justo etiam pretium iaculis justo in hac habitasse,909515
71548,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,910117
36668,gravida nisi at nibh in hac habitasse platea dictumst aliquam,910149
94645,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,911862
27787,porttitor id consequat in consequat ut nulla sed accumsan felis ut,916038
18590,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,916204
49032,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,916713
49482,ut mauris eget massa tempor convallis nulla neque libero convallis eget,916726
30361,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,916966
40625,sapien sapien non mi integer ac neque duis bibendum morbi,917473
23820,maecenas tristique est et tempus semper est quam pharetra magna,918378
55851,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,919049
85659,eget tempus vel pede morbi porttitor lorem id ligula suspendisse,919435
36779,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,923165
37228,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat,925127
84392,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,926673
82869,amet diam in magna bibendum imperdiet nullam orci pede venenatis,927406
36911,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,927458
32718,mauris eget massa tempor convallis nulla neque libero convallis eget,927469
70895,vestibulum sed magna at nunc commodo placerat praesent blandit nam,930749
51053,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,930767
13146,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,932860
18231,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,933059
10299,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,933327
30462,donec diam neque vestibulum eget vulputate ut ultrices vel augue,934439
68609,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,935434
62769,praesent lectus vestibulum quam sapien varius ut blandit non interdum in,935452
43948,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam,935730
42333,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,935981
34066,integer aliquet massa id lobortis convallis tortor risus dapibus augue,936118
55821,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,936167
85520,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,936734
10112,nulla sed accumsan felis ut at dolor quis odio consequat varius,936955
85450,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,936968
17093,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,937459
63958,curabitur gravida nisi at nibh in hac habitasse platea dictumst,937682
67600,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,940350
37684,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,940866
47624,tempus vivamus in felis eu sapien cursus vestibulum proin eu,941178
69465,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,941869
15255,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,941928
81685,elementum ligula vehicula consequat morbi a ipsum integer a nibh in,943616
28435,bibendum felis sed interdum venenatis turpis enim blandit mi in,944525
32473,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,944825
87156,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,945912
77644,at turpis a pede posuere nonummy integer non velit donec,946070
22205,erat quisque erat eros viverra eget congue eget semper rutrum,946403
89592,quam a odio in hac habitasse platea dictumst maecenas ut,946515
66351,non quam nec dui luctus rutrum nulla tellus in sagittis,946958
80190,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,947009
49606,in lacus curabitur at ipsum ac tellus semper interdum mauris,948502
40392,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,948580
47198,rutrum rutrum neque aenean auctor gravida sem praesent id massa,951679
74084,cubilia curae nulla dapibus dolor vel est donec odio justo,953990
76078,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,954860
25989,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,957015
63040,sit amet cursus id turpis integer aliquet massa id lobortis,960154
47503,tortor sollicitudin mi sit amet lobortis sapien sapien non mi,960976
93690,ut nulla sed accumsan felis ut at dolor quis odio consequat,961362
50072,turpis a pede posuere nonummy integer non velit donec diam neque,961918
54491,lacinia aenean sit amet justo morbi ut odio cras mi,962542
84845,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,962751
32091,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris,962781
40929,pharetra magna ac consequat metus sapien ut nunc vestibulum ante,965294
37656,urna ut tellus nulla ut erat id mauris vulputate elementum,965295
43565,libero ut massa volutpat convallis morbi odio odio elementum eu,965844
33144,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,965979
39416,ut blandit non interdum in ante vestibulum ante ipsum primis,966942
33662,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,968472
44241,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,969173
32452,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,970507
17939,tellus in sagittis dui vel nisl duis ac nibh fusce,976478
72311,lectus in est risus auctor sed tristique in tempus sit amet,976583
74543,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,976790
38206,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,977126
53825,sit amet sem fusce consequat nulla nisl nunc nisl duis,978815
45563,amet diam in magna bibendum imperdiet nullam orci pede venenatis,980686
22288,in hac habitasse platea dictumst maecenas ut massa quis augue luctus,981975
11108,mi in porttitor pede justo eu massa donec dapibus duis at,982874
82263,duis faucibus accumsan odio curabitur convallis duis consequat dui nec,983862
20194,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,984703
56580,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,986535
30267,eu magna vulputate luctus cum sociis natoque penatibus et magnis,986759
71339,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,988272
24671,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,989637
62339,neque sapien placerat ante nulla justo aliquam quis turpis eget,990705
26891,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,990966
11173,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,992618
91806,ut dolor morbi vel lectus in quam fringilla rhoncus mauris,993156
96627,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,993287
31528,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,994176
89007,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,995115
26471,eleifend quam a odio in hac habitasse platea dictumst maecenas,995297
24870,amet sem fusce consequat nulla nisl nunc nisl duis bibendum,996115
68113,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,997954
80682,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,998462
